NameID,XFMR_KVA_RATING,PRIMARY_VOLTAGE,CLASSIFICATION,PCB,PHASE,NO_CUSTOMERS,INSTALLATION_DATE,YEAR,MONTH,YEAR_RANGE,LOWER_VOLTAGE,UPPER_VOLTAGE
TX2096,100.0,16kV,Pole,NO,B,52,2012-10-12 09:18:00,2012,10,2012 - 2015,16.0,
TX1203,100.0,16kV,Submersible,NO,W,22,2013-10-29 12:20:00,2013,10,2012 - 2015,16.0,
TX1082,100.0,16kV,Pole,NO,R,37,2013-03-11 11:05:00,2013,3,2012 - 2015,16.0,
TX1051,167.0,27.6/16kV,Submersible,NO,B,50,2012-09-12 16:04:00,2012,9,2012 - 2015,27.6,16.0
TX1429,1000.0,27.6/16kV,Pad,NO,RWB,15,2013-01-19 16:23:00,2013,1,2012 - 2015,27.6,16.0
TX2287,333.0,27.6/16kV,Submersible,NO,W,47,2014-11-21 06:46:00,2014,11,2012 - 2015,27.6,16.0
TX1908,100.0,2.4kV,Pole,NO,W,31,2013-01-07 11:17:00,2013,1,2012 - 2015,2.4,
TX1574,50.0,27.6/16kV,Pole,NO,R,25,2013-06-08 18:17:00,2013,6,2012 - 2015,27.6,16.0
TX1832,100.0,16kV,Pole,NO,W,32,2013-01-01 12:31:00,2013,1,2012 - 2015,16.0,
TX1111,100.0,16kV,Pole,NO,B,41,2013-01-01 15:24:00,2013,1,2012 - 2015,16.0,
TX1367,100.0,16kV,Submersible,NO,W,45,2013-12-03 07:39:00,2013,12,2012 - 2015,16.0,
TX2304,100.0,16kV,Pole,NO,R,48,2012-12-01 14:54:00,2012,12,2012 - 2015,16.0,
TX1885,100.0,16kV,Submersible,NO,B,31,2013-12-04 08:02:00,2013,12,2012 - 2015,16.0,
TX1699,100.0,16kV,Pole,NO,W,16,2012-12-01 11:14:00,2012,12,2012 - 2015,16.0,
TX1793,100.0,16kV,Submersible,NO,R,30,2013-12-02 00:50:00,2013,12,2012 - 2015,16.0,
TX1610,100.0,16kV,Submersible,NO,R,54,2013-12-11 01:13:00,2013,12,2012 - 2015,16.0,
TX2078,100.0,16kV,Pole,NO,B,60,2013-03-20 14:18:00,2013,3,2012 - 2015,16.0,
TX1048,100.0,16kV,Submersible,NO,W,38,2013-12-16 02:52:00,2013,12,2012 - 2015,16.0,
TX2311,167.0,2.4kV,Pole,NO,B,18,2012-11-20 17:56:00,2012,11,2012 - 2015,2.4,
TX1357,167.0,16kV,Pole,NO,B,36,2013-09-01 17:06:00,2013,9,2012 - 2015,16.0,
TX1918,100.0,16kV,Pole,NO,R,51,2013-03-20 22:30:00,2013,3,2012 - 2015,16.0,
TX1938,100.0,2.4kV,Pad,NO,R,48,2013-04-26 16:28:00,2013,4,2012 - 2015,2.4,
TX1902,100.0,16kV,Pole,NO,B,44,2013-05-25 08:08:00,2013,5,2012 - 2015,16.0,
TX1558,100.0,16kV,Pad,NO,B,44,2012-12-13 23:09:00,2012,12,2012 - 2015,16.0,
TX1501,100.0,16kV,Submersible,NO,W,38,2013-07-16 04:18:00,2013,7,2012 - 2015,16.0,
TX1829,100.0,16kV,Pole,NO,R,19,2013-05-03 08:21:00,2013,5,2012 - 2015,16.0,
TX1975,100.0,16kV,Pole,NO,R,53,2014-06-11 02:39:00,2014,6,2012 - 2015,16.0,
TX1356,100.0,8kV,Pole,NO,R,52,2014-01-30 02:37:00,2014,1,2012 - 2015,8.0,
TX1174,100.0,8kV,Pole,NO,W,27,2014-01-30 20:26:00,2014,1,2012 - 2015,8.0,
TX1375,100.0,8kV,Pole,NO,W,28,2014-01-30 17:19:00,2014,1,2012 - 2015,8.0,
TX2497,100.0,8kV,Pole,NO,R,28,2014-01-31 17:47:00,2014,1,2012 - 2015,8.0,
TX2017,100.0,16kV,Pad,NO,W,53,2013-01-14 20:17:00,2013,1,2012 - 2015,16.0,
TX1080,100.0,16kV,Pole,NO,B,28,2013-02-22 22:54:00,2013,2,2012 - 2015,16.0,
TX2169,50.0,16kV,Pole,NO,R,21,2013-01-27 22:10:00,2013,1,2012 - 2015,16.0,
TX2404,100.0,16kV,Pole,NO,B,45,2013-08-30 07:32:00,2013,8,2012 - 2015,16.0,
TX1804,100.0,16kV,Submersible,NO,B,48,2013-09-10 12:06:00,2013,9,2012 - 2015,16.0,
TX1625,100.0,16kV,Submersible,NO,B,37,2013-12-13 11:44:00,2013,12,2012 - 2015,16.0,
TX1041,167.0,8kV,Pole,NO,B,55,2014-03-28 05:05:00,2014,3,2012 - 2015,8.0,
TX2351,167.0,2.4kV,Pole,NO,B,41,2013-02-03 01:01:00,2013,2,2012 - 2015,2.4,
TX1666,100.0,16kV,Submersible,NO,R,43,2013-07-17 16:48:00,2013,7,2012 - 2015,16.0,
TX1964,50.0,8kV,Submersible,NO,W,35,2014-11-14 04:46:00,2014,11,2012 - 2015,8.0,
TX2243,100.0,16kV,Pole,NO,W,58,2013-06-27 23:01:00,2013,6,2012 - 2015,16.0,
TX2370,50.0,16kV,Building Vault,NO,R,55,2013-09-26 20:10:00,2013,9,2012 - 2015,16.0,
TX1582,167.0,8kV,Pad,NO,R,40,2014-03-26 07:36:00,2014,3,2012 - 2015,8.0,
TX2052,250.0,8kV,Submersible,NO,R,24,2013-03-12 10:39:00,2013,3,2012 - 2015,8.0,
TX1012,167.0,16kV,Pad,NO,R,59,2013-11-18 02:30:00,2013,11,2012 - 2015,16.0,
TX2197,167.0,8kV,Pole,NO,W,24,2014-01-28 13:09:00,2014,1,2012 - 2015,8.0,
TX2446,100.0,8kV,Pole,NO,B,16,2014-11-05 06:50:00,2014,11,2012 - 2015,8.0,
TX1834,100.0,8kV,Pole,NO,B,31,2014-11-05 03:22:00,2014,11,2012 - 2015,8.0,
TX1656,100.0,8kV,Pole,NO,B,52,2014-11-05 03:16:00,2014,11,2012 - 2015,8.0,
TX1982,100.0,8kV,Pole,NO,R,47,2014-09-18 08:48:00,2014,9,2012 - 2015,8.0,
TX1373,100.0,16kV,Building Vault,NO,R,55,2013-02-23 01:04:00,2013,2,2012 - 2015,16.0,
TX1872,100.0,16kV,Pole,NO,W,17,2015-01-12 07:10:00,2015,1,2012 - 2015,16.0,
TX1099,167.0,8kV,Pole,NO,W,57,2014-01-31 19:51:00,2014,1,2012 - 2015,8.0,
TX1045,100.0,16kV,Submersible,NO,W,57,2013-08-21 12:35:00,2013,8,2012 - 2015,16.0,
TX2424,100.0,8kV,Pole,NO,R,44,2014-01-30 19:22:00,2014,1,2012 - 2015,8.0,
TX1730,50.0,8kV,Submersible,NO,W,22,2013-03-05 09:08:00,2013,3,2012 - 2015,8.0,
TX1221,1500.0,27.6/16kV,Pad,NO,RWB,24,2013-07-16 04:20:00,2013,7,2012 - 2015,27.6,16.0
TX1675,100.0,16kV,Pole,NO,W,25,2013-08-13 12:47:00,2013,8,2012 - 2015,16.0,
TX1952,100.0,16kV,Pole,NO,W,60,2013-08-28 04:38:00,2013,8,2012 - 2015,16.0,
TX1282,100.0,16kV,Pole,NO,W,49,2013-06-24 11:43:00,2013,6,2012 - 2015,16.0,
TX1758,100.0,16kV,Pole,NO,R,56,2013-07-11 16:44:00,2013,7,2012 - 2015,16.0,
TX1573,50.0,2.4kV,Pole,NO,R,700,2013-08-20 06:26:00,2013,8,2012 - 2015,2.4,
TX2050,167.0,8kV,Pole,NO,W,29,2013-07-22 11:16:00,2013,7,2012 - 2015,8.0,
TX1502,100.0,2.4kV,Submersible,NO,R,56,2013-03-25 22:04:00,2013,3,2012 - 2015,2.4,
TX2196,100.0,16kV,Submersible,NO,B,57,2013-07-26 17:15:00,2013,7,2012 - 2015,16.0,
TX1914,50.0,2.4kV,Pole,NO,R,29,2013-05-30 21:37:00,2013,5,2012 - 2015,2.4,
TX1988,100.0,16kV,Pole,NO,R,33,2013-11-12 16:45:00,2013,11,2012 - 2015,16.0,
TX1251,167.0,16kV,Submersible,NO,R,37,2013-10-15 14:22:00,2013,10,2012 - 2015,16.0,
TX1117,100.0,16kV,Pole,NO,R,39,2013-04-09 12:18:00,2013,4,2012 - 2015,16.0,
TX1372,100.0,16kV,Pole,NO,R,36,2013-11-14 16:37:00,2013,11,2012 - 2015,16.0,
TX2307,100.0,16kV,Pole,NO,R,18,2013-12-17 15:25:00,2013,12,2012 - 2015,16.0,
TX2019,300.0,27.6/16kV,Pad,NO,RWB,17,2013-08-06 15:33:00,2013,8,2012 - 2015,27.6,16.0
TX1318,100.0,16kV,Pole,NO,R,58,2013-11-08 14:58:00,2013,11,2012 - 2015,16.0,
TX1086,100.0,16kV,Submersible,NO,B,23,2014-05-01 11:42:00,2014,5,2012 - 2015,16.0,
TX1467,100.0,16kV,Submersible,NO,W,30,2014-03-14 18:46:00,2014,3,2012 - 2015,16.0,
TX2410,100.0,16kV,Pole,NO,B,27,2013-08-13 02:35:00,2013,8,2012 - 2015,16.0,
TX1789,100.0,16kV,Pole,NO,B,42,2013-11-12 19:26:00,2013,11,2012 - 2015,16.0,
TX2090,100.0,16kV,Submersible,NO,W,48,2014-05-09 16:08:00,2014,5,2012 - 2015,16.0,
TX1436,100.0,16kV,Pole,NO,B,37,2013-08-21 13:41:00,2013,8,2012 - 2015,16.0,
TX2286,100.0,16kV,Pole,NO,B,19,2013-09-04 10:54:00,2013,9,2012 - 2015,16.0,
TX2480,100.0,16kV,Pole,NO,B,29,2013-08-29 12:18:00,2013,8,2012 - 2015,16.0,
TX1283,100.0,16kV,Pole,NO,W,17,2013-08-28 16:52:00,2013,8,2012 - 2015,16.0,
TX1147,100.0,16kV,Pole,NO,R,41,2013-10-21 12:39:00,2013,10,2012 - 2015,16.0,
TX2239,100.0,16kV,Pole,NO,B,58,2013-08-12 08:07:00,2013,8,2012 - 2015,16.0,
TX1018,1500.0,13.8kV (delta),Submersible,NO,RWB,42,2014-04-30 12:22:00,2014,4,2012 - 2015,13.8,
TX1506,150.0,27.6/16kV,Pad,NO,RWB,37,2013-11-01 01:47:00,2013,11,2012 - 2015,27.6,16.0
TX1923,100.0,16kV,Pole,NO,R,17,2012-11-12 15:44:00,2012,11,2012 - 2015,16.0,
TX1978,100.0,16kV,Pole,NO,W,17,2013-08-01 07:49:00,2013,8,2012 - 2015,16.0,
TX1256,50.0,27.6/16kV,Pole,NO,B,32,2013-08-08 02:04:00,2013,8,2012 - 2015,27.6,16.0
TX1114,100.0,16kV,Pole,NO,W,41,2013-08-15 01:44:00,2013,8,2012 - 2015,16.0,
TX2018,100.0,16kV,Submersible,NO,W,37,2013-05-01 19:24:00,2013,5,2012 - 2015,16.0,
TX1073,500.0,16kV,Building Vault,NO,B,33,2013-05-08 19:22:00,2013,5,2012 - 2015,16.0,
TX2161,100.0,16kV,Pole,NO,B,46,2014-04-09 20:36:00,2014,4,2012 - 2015,16.0,
TX1616,100.0,16kV,Pole,NO,R,59,2014-04-14 02:38:00,2014,4,2012 - 2015,16.0,
TX1044,100.0,16kV,Building Vault,NO,R,57,2014-09-18 02:07:00,2014,9,2012 - 2015,16.0,
TX1440,100.0,16kV,Building Vault,NO,W,30,2014-09-25 02:51:00,2014,9,2012 - 2015,16.0,
TX2464,100.0,27.6/16kV,Pole,NO,B,25,2014-02-26 02:55:00,2014,2,2012 - 2015,27.6,16.0
TX1951,100.0,16kV,Pole,NO,R,54,2013-06-02 18:20:00,2013,6,2012 - 2015,16.0,
TX1288,100.0,16kV,Pole,NO,B,30,2014-04-18 06:41:00,2014,4,2012 - 2015,16.0,
TX1408,100.0,16kV,Pad,NO,R,17,2013-10-01 17:26:00,2013,10,2012 - 2015,16.0,
TX2241,100.0,16kV,Pad,NO,R,17,2013-10-01 18:19:00,2013,10,2012 - 2015,16.0,
TX2380,100.0,16kV,Pad,NO,W,21,2013-10-01 15:32:00,2013,10,2012 - 2015,16.0,
TX1755,167.0,16kV,Pole,NO,R,55,2014-05-06 06:25:00,2014,5,2012 - 2015,16.0,
TX1566,100.0,16kV,Pole,NO,R,58,2014-05-05 01:14:00,2014,5,2012 - 2015,16.0,
TX2043,100.0,16kV,Pole,NO,B,55,2014-03-19 02:44:00,2014,3,2012 - 2015,16.0,
TX2445,100.0,8kV,Pole,NO,W,50,2014-04-09 06:33:00,2014,4,2012 - 2015,8.0,
TX1830,100.0,8kV,Pole,NO,B,47,2014-05-06 02:23:00,2014,5,2012 - 2015,8.0,
TX1654,100.0,8kV,Pole,NO,B,47,2014-04-21 02:17:00,2014,4,2012 - 2015,8.0,
TX1979,100.0,8kV,Pole,NO,W,57,2014-05-12 03:39:00,2014,5,2012 - 2015,8.0,
TX1240,100.0,16kV,Pole,NO,B,31,2014-06-09 03:17:00,2014,6,2012 - 2015,16.0,
TX1382,50.0,2.4kV,Submersible,NO,W,42,2013-04-23 11:49:00,2013,4,2012 - 2015,2.4,
TX1883,500.0,13.8/8kV,Pad,NO,RWB,21,2013-09-19 16:40:00,2013,9,2012 - 2015,13.8,8.0
TX1315,100.0,16kV,Pole,NO,W,35,2014-10-17 02:03:00,2014,10,2012 - 2015,16.0,
TX1234,167.0,16kV,Pole,NO,B,28,2014-06-13 05:35:00,2014,6,2012 - 2015,16.0,
TX2165,300.0,27.6/16kV,Pad,NO,RWB,49,2013-10-21 12:29:00,2013,10,2012 - 2015,27.6,16.0
TX1222,100.0,16kV,Pole,NO,B,38,2014-04-28 05:53:00,2014,4,2012 - 2015,16.0,
TX1439,100.0,16kV,Pole,NO,R,58,2014-03-26 03:34:00,2014,3,2012 - 2015,16.0,
TX2275,50.0,16kV,Pole,NO,W,15,2014-04-10 13:53:00,2014,4,2012 - 2015,16.0,
TX1852,150.0,27.6/16kV,Pad,NO,RWB,54,2013-12-19 18:55:00,2013,12,2012 - 2015,27.6,16.0
TX1679,100.0,2.4kV,Submersible,NO,R,51,2012-12-07 02:00:00,2012,12,2012 - 2015,2.4,
TX1941,100.0,16kV,Pole,NO,B,21,2013-08-23 16:02:00,2013,8,2012 - 2015,16.0,
TX1423,100.0,2.4kV,Building Vault,NO,B,22,2013-07-11 11:44:00,2013,7,2012 - 2015,2.4,
TX2240,100.0,2.4kV,Pole,NO,R,39,2013-07-02 13:51:00,2013,7,2012 - 2015,2.4,
TX1753,100.0,8kV,Pole,NO,W,36,2014-04-15 16:28:00,2014,4,2012 - 2015,8.0,
TX1564,50.0,8kV,Pole,NO,R,43,2014-02-01 11:27:00,2014,2,2012 - 2015,8.0,
TX2053,100.0,8kV,Pole,NO,B,45,2013-10-29 01:17:00,2013,10,2012 - 2015,8.0,
TX1193,167.0,13.8kV (delta),Pole,NO,R,38,2014-12-29 02:13:00,2014,12,2012 - 2015,13.8,
TX1002,100.0,2.4kV,Pole,NO,R,51,2013-07-14 16:42:00,2013,7,2012 - 2015,2.4,
TX2190,50.0,8kV,Pole,NO,R,47,2014-03-05 06:11:00,2014,3,2012 - 2015,8.0,
TX1821,100.0,16kV,Pole,NO,B,59,2013-09-01 12:55:00,2013,9,2012 - 2015,16.0,
TX1639,100.0,16kV,Pad,NO,B,42,2013-08-15 17:55:00,2013,8,2012 - 2015,16.0,
TX1980,100.0,16kV,Pole,NO,W,29,2014-05-12 07:24:00,2014,5,2012 - 2015,16.0,
TX1266,100.0,8kV,Pole,NO,B,24,2014-02-06 14:40:00,2014,2,2012 - 2015,8.0,
TX1104,100.0,16kV,Pole,NO,R,19,2013-09-11 12:57:00,2013,9,2012 - 2015,16.0,
TX1366,100.0,16kV,Pole,NO,W,17,2014-08-20 06:11:00,2014,8,2012 - 2015,16.0,
TX1042,100.0,27.6/16kV,Pole,NO,B,52,2013-10-21 02:12:00,2013,10,2012 - 2015,27.6,16.0
TX1870,50.0,16kV,Pole,NO,W,23,2013-10-22 08:36:00,2013,10,2012 - 2015,16.0,
TX1710,100.0,16kV,Pole,NO,R,44,2014-08-13 04:49:00,2014,8,2012 - 2015,16.0,
TX1066,100.0,16kV,Pole,NO,W,48,2014-04-14 06:46:00,2014,4,2012 - 2015,16.0,
TX1478,100.0,16kV,Pole,NO,W,49,2014-06-05 04:25:00,2014,6,2012 - 2015,16.0,
TX2399,100.0,2.4kV,Building Vault,NO,W,49,2013-09-17 12:22:00,2013,9,2012 - 2015,2.4,
TX2073,100.0,16kV,Pole,NO,W,25,2014-09-16 07:20:00,2014,9,2012 - 2015,16.0,
TX2284,100.0,16kV,Pole,NO,B,37,2012-11-05 11:25:00,2012,11,2012 - 2015,16.0,
TX2475,100.0,16kV,Pole,NO,W,34,2013-09-06 14:45:00,2013,9,2012 - 2015,16.0,
TX1909,167.0,8kV,Submersible,NO,B,32,2013-08-16 15:49:00,2013,8,2012 - 2015,8.0,
TX1682,100.0,16kV,Pole,NO,B,38,2012-09-27 16:15:00,2012,9,2012 - 2015,16.0,
TX1953,50.0,2.4kV,Submersible,NO,W,24,2013-09-20 16:52:00,2013,9,2012 - 2015,2.4,
TX2220,100.0,8kV,Pole,NO,B,59,2013-11-13 15:54:00,2013,11,2012 - 2015,8.0,
TX2367,100.0,16kV,Submersible,NO,R,28,2013-10-07 12:00:00,2013,10,2012 - 2015,16.0,
TX1749,300.0,27.6/16kV,Pad,NO,RWB,45,2014-04-16 13:08:00,2014,4,2012 - 2015,27.6,16.0
TX1577,50.0,16kV,Pole,NO,R,18,2014-02-14 10:55:00,2014,2,2012 - 2015,16.0,
TX1015,100.0,16kV,Pad,NO,R,27,2013-11-29 19:10:00,2013,11,2012 - 2015,16.0,
TX2202,167.0,16kV,Pole,NO,B,28,2013-06-25 15:54:00,2013,6,2012 - 2015,16.0,
TX1831,100.0,16kV,Pad,NO,R,53,2014-10-10 07:38:00,2014,10,2012 - 2015,16.0,
TX1972,100.0,16kV,Pole,NO,R,55,2014-01-22 07:57:00,2014,1,2012 - 2015,16.0,
TX1100,167.0,2.4kV,Submersible,NO,R,19,2013-10-22 14:54:00,2013,10,2012 - 2015,2.4,
TX2495,167.0,16kV,Pole,NO,B,33,2013-09-11 11:47:00,2013,9,2012 - 2015,16.0,
TX1320,100.0,16kV,Submersible,NO,W,27,2015-09-01 07:59:00,2015,9,2012 - 2015,16.0,
TX1466,100.0,2.4kV,Pole,NO,R,25,2013-10-25 16:31:00,2013,10,2012 - 2015,2.4,
TX2413,100.0,16kV,Pad,NO,R,36,2014-10-10 01:38:00,2014,10,2012 - 2015,16.0,
TX1782,100.0,16kV,Pad,NO,R,47,2014-10-10 07:07:00,2014,10,2012 - 2015,16.0,
TX2086,167.0,8kV,Pole,NO,W,32,2014-02-17 03:20:00,2014,2,2012 - 2015,8.0,
TX1037,167.0,8kV,Pole,NO,R,39,2014-02-05 03:28:00,2014,2,2012 - 2015,8.0,
TX1441,100.0,2.4kV,Pole,NO,R,60,2013-11-27 07:26:00,2013,11,2012 - 2015,2.4,
TX2463,100.0,16kV,Pad,NO,W,31,2014-10-10 06:08:00,2014,10,2012 - 2015,16.0,
TX1668,100.0,16kV,Pad,NO,W,60,2014-10-10 01:55:00,2014,10,2012 - 2015,16.0,
TX1270,300.0,4.16/2.4kV,Pad,NO,RWB,29,2013-11-19 16:05:00,2013,11,2012 - 2015,4.16,2.4
TX1139,100.0,16kV,Pad,NO,W,51,2014-10-10 02:47:00,2014,10,2012 - 2015,16.0,
TX1764,1500.0,27.6/16kV,Pad,NO,RWB,23,2013-12-14 13:12:00,2013,12,2012 - 2015,27.6,16.0
TX2034,100.0,16kV,Submersible,NO,R,56,2013-10-30 18:45:00,2013,10,2012 - 2015,16.0,
TX1005,100.0,16kV,Submersible,NO,B,59,2014-07-11 20:11:00,2014,7,2012 - 2015,16.0,
TX2430,100.0,16kV,Pole,NO,R,41,2014-10-04 12:56:00,2014,10,2012 - 2015,16.0,
TX1983,100.0,16kV,Pole,YES,B,40,2014-06-11 02:27:00,2014,6,2012 - 2015,16.0,
TX1252,100.0,16kV,Pole,YES,R,24,2014-03-31 17:01:00,2014,3,2012 - 2015,16.0,
TX1379,50.0,16kV,Pole,YES,B,48,2014-04-07 19:51:00,2014,4,2012 - 2015,16.0,
TX1888,100.0,16kV,Pole,YES,R,39,2014-09-25 16:13:00,2014,9,2012 - 2015,16.0,
TX1709,100.0,16kV,Pole,YES,R,23,2014-09-14 15:59:00,2014,9,2012 - 2015,16.0,
TX2020,100.0,8kV,Pole,YES,W,25,2014-02-05 03:23:00,2014,2,2012 - 2015,8.0,
TX1323,333.0,16kV,Building Vault,YES,W,59,2013-01-13 15:45:00,2013,1,2012 - 2015,16.0,
TX1077,100.0,16kV,Pole,YES,W,59,2014-09-08 14:06:00,2014,9,2012 - 2015,16.0,
TX1620,100.0,16kV,Pole,NO,W,51,2014-08-03 05:20:00,2014,8,2012 - 2015,16.0,
TX1105,50.0,16kV,Pole,NO,W,43,2014-09-22 01:25:00,2014,9,2012 - 2015,16.0,
TX1057,167.0,16kV,Pole,NO,W,53,2014-02-26 12:45:00,2014,2,2012 - 2015,16.0,
TX1443,100.0,16kV,Pole,NO,R,33,2014-07-27 00:37:00,2014,7,2012 - 2015,16.0,
TX2283,50.0,8kV,Pole,NO,R,38,2013-12-12 15:26:00,2013,12,2012 - 2015,8.0,
TX2472,167.0,16kV,Submersible,NO,B,50,2013-12-12 18:00:00,2013,12,2012 - 2015,16.0,
TX1851,100.0,16kV,Pole,NO,R,16,2014-07-28 02:49:00,2014,7,2012 - 2015,16.0,
TX1684,100.0,16kV,Submersible,NO,B,16,2014-10-30 08:59:00,2014,10,2012 - 2015,16.0,
TX1935,100.0,8kV,Pole,NO,B,54,2013-12-12 16:16:00,2013,12,2012 - 2015,8.0,
TX2234,100.0,16kV,Pole,NO,B,35,2014-05-20 06:36:00,2014,5,2012 - 2015,16.0,
TX2381,100.0,16kV,Pole,NO,W,58,2015-04-23 08:51:00,2015,4,2012 - 2015,16.0,
TX1768,100.0,16kV,Pole,NO,R,26,2014-03-25 09:00:00,2014,3,2012 - 2015,16.0,
TX1583,100.0,16kV,Pole,NO,R,54,2014-03-27 09:20:00,2014,3,2012 - 2015,16.0,
TX1209,100.0,16kV,Pole,NO,B,17,2014-11-19 02:25:00,2014,11,2012 - 2015,16.0,
TX1016,100.0,16kV,Pole,NO,R,43,2014-04-14 07:00:00,2014,4,2012 - 2015,16.0,
TX1150,100.0,16kV,Pole,NO,W,20,2014-12-11 02:19:00,2014,12,2012 - 2015,16.0,
TX1503,100.0,16kV,Pole,NO,R,23,2014-04-09 02:43:00,2014,4,2012 - 2015,16.0,
TX2207,50.0,27.6/16kV,Submersible,NO,B,35,2014-09-08 08:31:00,2014,9,2012 - 2015,27.6,16.0
TX1985,50.0,16kV,Pole,NO,B,43,2014-04-23 11:58:00,2014,4,2012 - 2015,16.0,
TX2448,50.0,16kV,Pole,NO,W,55,2014-04-22 18:15:00,2014,4,2012 - 2015,16.0,
TX1833,167.0,27.6/16kV,Submersible,NO,B,42,2014-09-10 08:21:00,2014,9,2012 - 2015,27.6,16.0
TX1248,50.0,16kV,Pole,NO,W,17,2014-05-09 12:35:00,2014,5,2012 - 2015,16.0,
TX1381,50.0,16kV,Submersible,NO,B,31,2014-06-13 13:41:00,2014,6,2012 - 2015,16.0,
TX2314,50.0,16kV,Pole,NO,B,44,2014-01-29 13:35:00,2014,1,2012 - 2015,16.0,
TX1314,100.0,16kV,Pole,NO,W,60,2014-09-25 03:02:00,2014,9,2012 - 2015,16.0,
TX1081,100.0,16kV,Pole,NO,W,21,2014-10-16 01:45:00,2014,10,2012 - 2015,16.0,
TX1473,100.0,16kV,Pole,NO,W,43,2014-05-20 05:05:00,2014,5,2012 - 2015,16.0,
TX2414,100.0,16kV,Pole,NO,R,16,2014-05-13 12:32:00,2014,5,2012 - 2015,16.0,
TX1803,100.0,16kV,Pole,NO,W,56,2014-08-13 05:54:00,2014,8,2012 - 2015,16.0,
TX1621,100.0,16kV,Pole,NO,R,45,2014-05-12 04:29:00,2014,5,2012 - 2015,16.0,
TX2089,100.0,16kV,Pole,NO,B,53,2014-03-18 17:48:00,2014,3,2012 - 2015,16.0,
TX1219,100.0,16kV,Pole,NO,R,47,2014-04-24 02:05:00,2014,4,2012 - 2015,16.0,
TX1505,100.0,16kV,Pole,NO,W,46,2014-03-26 16:04:00,2014,3,2012 - 2015,16.0,
TX1047,100.0,16kV,Pole,NO,R,30,2014-04-02 17:15:00,2014,4,2012 - 2015,16.0,
TX1565,100.0,16kV,Pole,NO,W,40,2014-04-02 17:15:00,2014,4,2012 - 2015,16.0,
TX1855,100.0,16kV,Pole,NO,W,55,2014-02-01 17:44:00,2014,2,2012 - 2015,16.0,
TX1685,100.0,16kV,Pole,NO,W,54,2014-03-01 18:57:00,2014,3,2012 - 2015,16.0,
TX1133,100.0,16kV,Pole,NO,W,24,2014-06-03 13:36:00,2014,6,2012 - 2015,16.0,
TX1409,100.0,16kV,Pole,NO,B,26,2014-06-23 08:10:00,2014,6,2012 - 2015,16.0,
TX1778,100.0,16kV,Pole,NO,B,51,2014-06-16 10:10:00,2014,6,2012 - 2015,16.0,
TX1728,50.0,16kV,Submersible,NO,R,29,2014-07-31 07:10:00,2014,7,2012 - 2015,16.0,
TX2042,100.0,16kV,Submersible,NO,W,39,2013-12-30 18:50:00,2013,12,2012 - 2015,16.0,
TX1521,167.0,16kV,Submersible,NO,W,43,2013-06-27 08:57:00,2013,6,2012 - 2015,16.0,
TX2215,100.0,16kV,Pole,NO,W,32,2014-06-09 07:18:00,2014,6,2012 - 2015,16.0,
TX2444,50.0,16kV,Submersible,NO,B,27,2014-01-23 07:30:00,2014,1,2012 - 2015,16.0,
TX1981,100.0,16kV,Pole,NO,W,30,2014-04-21 05:13:00,2014,4,2012 - 2015,16.0,
TX1241,100.0,16kV,Pad,NO,B,50,2014-10-27 02:35:00,2014,10,2012 - 2015,16.0,
TX1113,100.0,16kV,Pole,NO,B,47,2014-04-21 07:01:00,2014,4,2012 - 2015,16.0,
TX1889,100.0,2.4kV,Pole,NO,B,35,2014-01-15 11:45:00,2014,1,2012 - 2015,2.4,
TX1177,100.0,16kV,Submersible,NO,B,24,2014-01-27 17:23:00,2014,1,2012 - 2015,16.0,
TX1227,250.0,16kV,Building Vault,NO,B,59,2016-09-21 04:42:00,2016,9,2016 - 2019,16.0,
TX1454,250.0,16kV,Building Vault,NO,R,16,2016-11-23 03:24:00,2016,11,2016 - 2019,16.0,
TX2486,250.0,16kV,Building Vault,NO,R,59,2017-05-29 02:02:00,2017,5,2016 - 2019,16.0,
TX1678,100.0,16kV,Pad,NO,B,38,2014-10-30 12:51:00,2014,10,2012 - 2015,16.0,
TX2036,100.0,16kV,Pole,NO,B,60,2014-04-09 00:32:00,2014,4,2012 - 2015,16.0,
TX2201,100.0,16kV,Pole,NO,R,19,2014-08-28 04:03:00,2014,8,2012 - 2015,16.0,
TX1836,100.0,16kV,Pole,NO,R,45,2014-08-28 05:28:00,2014,8,2012 - 2015,16.0,
TX1026,50.0,16kV,Pole,NO,W,44,2018-09-28 05:20:00,2018,9,2016 - 2019,16.0,
TX2313,50.0,16kV,Submersible,NO,B,31,2014-12-16 02:56:00,2014,12,2012 - 2015,16.0,
TX1067,100.0,16kV,Pole,NO,B,35,2015-03-31 03:19:00,2015,3,2012 - 2015,16.0,
TX2170,100.0,16kV,Pole,NO,R,57,2015-03-31 05:20:00,2015,3,2012 - 2015,16.0,
TX2097,100.0,27.6/16kV,Pole,NO,R,38,2014-03-13 12:36:00,2014,3,2012 - 2015,27.6,16.0
TX1284,100.0,16kV,Pole,NO,B,28,2014-04-24 07:51:00,2014,4,2012 - 2015,16.0,
TX1400,100.0,16kV,Pad,NO,W,18,2014-08-08 04:19:00,2014,8,2012 - 2015,16.0,
TX2366,50.0,2.4kV,Pole,NO,W,59,2014-03-25 16:23:00,2014,3,2012 - 2015,2.4,
TX1754,50.0,2.4kV,Pole,NO,R,56,2014-03-25 16:27:00,2014,3,2012 - 2015,2.4,
